Player,height_cm,weight_kg,weak_foot,X90s,Gls,Ast,G.A,G.PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG.xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G.A_90,G.PK_90,G.A.PK_90,xG_90,xAG_90,xG.xAG_90,npxG_90,npxG.xAG_90,main_position,player_positions,pos_LB,pos_CB,pos_RB,pos_RWB,pos_GK,pos_LM,pos_CM,pos_CAM,pos_CDM,pos_RW,pos_RM,pos_ST,pos_LW,pos_LWB,pos_CF
Daniel Bentley,188,73,3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Daniel Gore,173,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,"CM, CAM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Daniel Jebbison,190,78,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Danilo,176,69,3,19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22,83,28,0.1,0.1,0.2,0.1,0.2,0.09,0.08,0.17,0.09,0.17,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dara O'Shea,188,74,3,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,CB,"CB, RB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Darwin Núñez,187,80,3,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,ST,"ST, LW",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
David Brooks,180,62,3,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,RM,"RM, RW",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
David Ozoh,189,68,3,1.7,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
David Raya,183,75,3,32,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dean Henderson,188,85,3,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Declan Rice,185,80,3,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Deivid Washington,187,74,3,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,0,3.23,0,3.23,3.23,3.23,ST,"ST, LW",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Dejan Kulusevski,186,75,3,30.7,8,3,11,8,0,0,7,0,4.7,4.7,7.7,12.4,151,144,388,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4,RW,RW,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Destiny Udogie,186,73,3,26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83,155,138,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,LB,"LB, LM",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diego Carlos,186,79,4,20.2,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2,4,59,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,184,76,4,35.3,2,3,5,2,0,0,6,1,1.7,1.7,2.9,4.6,52,124,111,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Jota,178,68,5,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,CF,"CF, LW",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Divin Mubama,183,70,3,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,5,0,0,0,0,0,0.17,0,0.17,0.17,0.17,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Divock Origi,189,88,4,6.7,0,1,1,0,0,0,1,0,1.4,1.4,2.1,3.5,19,14,41,0,0.15,0.15,0,0.15,0.21,0.31,0.51,0.21,0.51,ST,"ST, LW",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Dominic Calvert-Lewin,187,71,3,24.1,7,2,9,5,2,2,2,0,12.9,11.4,3.1,14.5,36,31,122,0.29,0.08,0.37,0.21,0.29,0.54,0.13,0.66,0.47,0.6,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dominic Sadi,174,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,"RM, LM",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dominic Solanke,187,80,3,36.9,19,3,22,17,2,3,3,0,19.6,17.2,3,20.3,52,60,184,0.51,0.08,0.6,0.46,0.54,0.53,0.08,0.61,0.47,0.55,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dominik Szoboszlai,186,74,4,23.4,3,2,5,3,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.4,0.16,0.4,CAM,CAM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Donny van de Beek,184,74,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,1.09,4.44,5.54,1.09,5.54,CM,"CM, CAM, CDM",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Đorđe Petrović,194,88,2,22.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Douglas Luiz,175,66,2,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dwight McNeil,183,70,2,32.1,3,6,9,3,0,0,2,0,3.4,3.4,8.8,12.2,80,114,147,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38,LM,"LM, RM",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Eberechi Eze,178,67,3,22.8,11,4,15,10,1,1,3,0,9.1,8.3,5.2,13.5,68,93,139,0.48,0.18,0.66,0.44,0.61,0.4,0.23,0.62,0.36,0.59,CAM,"CAM, CM, LW",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Ederson,188,86,3,30.9,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Edson Álvarez,187,73,3,26.4,1,1,2,1,0,0,11,0,1.3,1.3,0.6,1.9,20,91,26,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,CDM,"CDM, CB",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Elijah Adebayo,193,89,3,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Emerson,176,79,2,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21,57,35,0.08,0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,LB,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Palmieri,176,79,2,34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59,125,124,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,LB,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,184,83,3,10.1,0,0,0,0,0,0,2,0,0.2,0.2,1,1.2,12,29,33,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,RB,"RB, CB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,182,72,4,3.9,0,1,1,0,0,0,0,0,2,2,0.2,2.2,11,23,18,0,0.25,0.25,0,0.25,0.5,0.06,0.56,0.5,0.56,LW,"LW, CAM",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Emiliano Martínez,195,88,4,33.5,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Enso Gonzalez,169,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,RM,"RM, RW",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Enzo Fernández,178,76,4,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8,52,210,54,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Eric Dier,188,90,2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Erling Haaland,195,94,3,28.4,27,5,32,20,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ethan Pinnock,194,79,3,28,2,0,2,2,0,0,1,0,2,2,1,3,11,61,16,0.07,0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Ferguson,188,75,3,15.2,6,0,6,6,0,0,1,0,4.6,4.6,0.5,5.1,13,15,62,0.4,0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ezri Konsa,183,77,3,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3,37,136,33,0.03,0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,188,84,3,33.9,4,1,5,4,0,0,5,0,2.5,2.5,0.7,3.3,28,133,20,0.12,0.03,0.15,0.12,0.15,0.07,0.02,0.1,0.07,0.1,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fábio Silva,185,75,3,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13,0,0,0,0,0,0.35,0.07,0.42,0.35,0.42,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Facundo Buonanotte,174,66,3,15.2,3,1,4,3,0,0,7,0,2.4,2.4,1.8,4.2,23,42,69,0.2,0.07,0.26,0.2,0.26,0.16,0.12,0.28,0.16,0.28,RM,"RM, CAM",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Facundo Pellistri,175,65,3,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0,0.52,0.52,0,0.52,0.38,0.05,0.43,0.38,0.43,RW,"RW, LW",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Felipe,190,84,3,4.2,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1,6,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fodé Ballo-Touré,182,70,2,0.8,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,LB,"LB, LM",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Frank Onyeka,183,70,3,12.9,1,2,3,1,0,0,8,0,2.2,2.2,1.8,4,17,33,39,0.08,0.16,0.23,0.08,0.23,0.17,0.14,0.31,0.17,0.31,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Gabriel Jesus,175,73,3,16.4,4,5,9,4,0,0,6,0,6.3,6.3,3.8,10.1,38,42,155,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,ST,"ST, RW",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gabriel Magalhães,190,87,2,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5,13,117,8,0.12,0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Martinelli,178,75,3,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Gabriel Osho,185,70,3,20.5,2,0,2,2,0,0,3,0,1.1,1.1,0.1,1.2,10,37,4,0.1,0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
George Baldock,175,67,3,10.8,0,1,1,0,0,0,4,0,0,0,0.8,0.8,9,31,24,0,0.09,0.09,0,0.09,0,0.07,0.08,0,0.08,RWB,"RWB, RB",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
George Earthy,177,72,3,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,1,3,2.65,0,2.65,2.65,2.65,0.82,0,0.82,0.82,0.82,CAM,CAM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Giovani Lo Celso,177,68,3,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45,CAM,"CAM, ST",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Gonzalo Montiel,175,70,3,8.9,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.5,10,28,32,0,0.22,0.22,0,0.22,0.01,0.15,0.17,0.01,0.17,RB,"RB, RWB",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Guglielmo Vicario,188,76,1,38,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gustavo Hamer,169,61,3,32.3,4,6,10,4,0,0,9,0,3,3,6.1,9.1,36,135,86,0.12,0.19,0.31,0.12,0.31,0.09,0.19,0.28,0.09,0.28,CM,"CM, CDM, CAM",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Hamed Junior Traorè,177,77,3,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,3,4,0,0,0,0,0,0.34,0.07,0.41,0.34,0.41,LM,"LM, LW, CAM",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Han-Noah Massengo,175,70,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hannes Delcroix,183,78,2,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,6,0,0,0,0,0,0.05,0.03,0.09,0.05,0.09,CB,"CB, LB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannibal Mejbri,182,70,3,1.5,1,0,1,1,0,0,1,0,0,0,0.4,0.4,2,6,10,0.68,0,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27,CM,"CM, CAM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Harrison Reed,175,72,3,14.7,0,2,2,0,0,0,6,0,0.3,0.3,1.1,1.4,10,56,40,0,0.14,0.14,0,0.14,0.02,0.07,0.09,0.02,0.09,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Harry Maguire,193,100,3,18.4,2,2,4,2,0,0,4,0,2,2,1.2,3.3,20,73,2,0.11,0.11,0.22,0.11,0.22,0.11,0.07,0.18,0.11,0.18,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Toffolo,183,71,2,16.2,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,10,42,34,0.06,0.19,0.25,0.06,0.25,0.1,0.1,0.2,0.1,0.2,LB,"LB, LWB",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Harry Wilson,173,70,2,18,4,6,10,4,0,0,6,0,3.4,3.4,3.5,6.8,41,60,130,0.22,0.33,0.56,0.22,0.56,0.19,0.19,0.38,0.19,0.38,RM,"RM, RW",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Harvey Barnes,185,72,4,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45,34,79,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Harvey Elliott,168,67,4,15,3,6,9,3,0,0,2,0,2.7,2.7,3.5,6.2,44,128,122,0.2,0.4,0.6,0.2,0.6,0.18,0.23,0.42,0.18,0.42,CAM,"CAM, CM, RW",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Hjalmar Ekdal,188,76,2,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,11,1,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Bueno,180,73,3,8.2,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1,22,8,40,0,0,0,0,0,0.03,0.09,0.13,0.03,0.13,LB,"LB, LWB",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ian Maatsen,168,57,4,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0,0,0,0,0,0.35,0.04,0.39,0.35,0.39,LB,"LB, LWB",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ibrahim Sangaré,191,77,4,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1,5,44,7,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ibrahima Konaté,194,95,2,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24,118,3,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Idrissa Gana Gueye,174,66,3,20.9,4,0,4,4,0,0,8,0,1.3,1.3,1.1,2.4,29,83,41,0.19,0,0.19,0.19,0.19,0.06,0.05,0.12,0.06,0.12,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Igor,185,84,2,18.2,0,0,0,0,0,0,4,0,0.3,0.3,0.7,1,30,107,12,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Illia Zabarnyi,186,81,2,37,1,0,1,1,0,0,5,0,1.1,1.1,0.4,1.5,24,109,1,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ionuț Radu,188,78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Issa Diop,194,92,3,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0,0.3,11,66,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Issa Kaboré,180,72,3,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0,0.1,0.1,0,0.1,0.01,0.11,0.12,0.01,0.12,RWB,"RWB, RB, RM",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Ivan Perišić,186,80,5,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,15,9,17,0,0.87,0.87,0,0.87,0.1,0.75,0.85,0.1,0.85,LW,"LW, LWB",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Jack Cork,184,75,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jack Grealish,180,81,3,11.2,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,87,50,146,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jack Harrison,175,70,3,24.6,3,3,6,3,0,0,1,0,3.6,3.6,3.4,7,65,62,135,0.12,0.12,0.24,0.12,0.24,0.14,0.14,0.28,0.14,0.28,LM,"LM, RM",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jack Hinshelwood,178,71,4,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,16,19,38,0.31,0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,CDM,CDM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jack Robinson,180,67,3,32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,8,63,14,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Brown,184,72,3,11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,ST,"ST, RM",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Jacob Bruun Larsen,183,77,4,13.9,6,0,6,5,1,1,1,0,5,4.2,1.5,5.7,61,38,146,0.43,0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,ST,"ST, LM",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jacob Murphy,179,74,4,13.2,3,7,10,3,0,0,1,0,2.1,2.1,5,7.1,33,52,113,0.23,0.53,0.76,0.23,0.76,0.16,0.37,0.54,0.16,0.54,RW,"RW, LW",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jacob Ramsey,180,72,4,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,LM,"LM, CM",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jadon Sancho,180,76,3,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,10,4,5,0,0,0,0,0,0,0.06,0.06,0,0.06,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jaïro Riedewald,182,79,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jakub Kiwior,189,75,3,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,"CB, CDM",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jakub Moder,188,78,5,6.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.3,10,23,26,0,0,0,0,0,0.08,0.11,0.2,0.08,0.2,CM,"CM, CDM, LM",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Jamaal Lascelles,188,83,3,12,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Garner,182,80,3,33.4,1,2,3,1,0,0,7,0,2.7,2.7,4.6,7.3,36,100,76,0.03,0.06,0.09,0.03,0.09,0.08,0.14,0.22,0.08,0.22,CDM,"CDM, CM, RB",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
James Maddison,175,73,4,23.7,4,9,13,4,0,0,5,0,6.4,6.4,5.9,12.4,58,224,156,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,CAM,"CAM, RM, CM",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
James Mcatee,180,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAM,"CAM, CM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
James Mcatee,180,72,3,20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55,51,110,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,CAM,"CAM, CM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
James Milner,175,70,4,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2,11,69,73,0,0.23,0.23,0,0.23,0.03,0.21,0.24,0.03,0.24,CM,"CM, RB",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
James Shea,181,76,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
James Tarkowski,188,81,4,38,1,1,2,1,0,0,11,0,2.6,2.6,2.5,5.1,15,130,20,0.03,0.03,0.05,0.03,0.05,0.07,0.06,0.13,0.07,0.13,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Tomkins,192,74,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Trafford,192,90,2,28,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
James Ward-Prowse,173,66,3,33.3,7,7,14,5,2,2,4,0,6,4.4,7.8,12.3,18,144,63,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37,CM,CM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jan Paul van Hecke,185,78,3,26.3,0,0,0,0,0,0,4,0,1.2,1.2,0.9,2.1,25,147,7,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarell Quansah,190,80,2,13.2,2,0,2,2,0,0,1,0,1,1,0.1,1.1,13,67,1,0.15,0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
